filename,t_mean,brightness_mean,contrast_std,bright_ratio,bin0_ratio,bin1_ratio,bin2_ratio,bin3_ratio,bin4_ratio
frankfurt_000000_000294_leftImg8bit_foggy_beta_0.02.png,0.1683001071214676,123.53128910064697,78.458152924027,0.28179073333740234,0.7527426283186652,0.15315692735047573,0.08109671704141751,0.013003727289441575,0.0
frankfurt_000000_000576_leftImg8bit_foggy_beta_0.02.png,0.18167759478092194,120.39229154586792,80.78819307252981,0.3120908737182617,0.6980167735993005,0.18397291862021786,0.09421813185016242,0.023792175930319275,0.0
frankfurt_000000_001016_leftImg8bit_foggy_beta_0.02.png,0.14123764634132385,135.1931653022766,92.58145867072423,0.40056467056274414,0.744811698128353,0.20445181746424607,0.04753849652828876,0.003197987879112205,0.0
frankfurt_000000_001236_leftImg8bit_foggy_beta_0.02.png,0.17026306688785553,122.66941833496094,72.25732333394629,0.25155067443847656,0.6516084387874942,0.2679774730311508,0.07405245571791583,0.0063616324634391585,0.0
frankfurt_000000_001751_leftImg8bit_foggy_beta_0.02.png,0.1914549022912979,119.74739980697632,70.34897623707135,0.24523210525512695,0.6841229660286092,0.17675327205384486,0.09659003166925231,0.03936918080458432,0.0031645494437092703
frankfurt_000000_002196_leftImg8bit_foggy_beta_0.02.png,0.1639346033334732,119.61564111709595,74.98781016490625,0.25559473037719727,0.7399033873298201,0.15823417808103452,0.08491624739950805,0.016946187189637384,0.0
frankfurt_000000_002963_leftImg8bit_foggy_beta_0.02.png,0.16807813942432404,116.28894901275635,85.38369339088206,0.2975339889526367,0.738547236115902,0.15749396343566746,0.08476414280786478,0.019194657640565712,0.0
frankfurt_000000_003025_leftImg8bit_foggy_beta_0.02.png,0.17207348346710205,120.09642553329468,77.5532123557191,0.278958797454834,0.69119492937653,0.19998434448311161,0.08815599509827972,0.02066473104207861,0.0
frankfurt_000000_003357_leftImg8bit_foggy_beta_0.02.png,0.17832788825035095,121.12121915817261,81.05472516021734,0.29755496978759766,0.6360849330042897,0.26059923480795666,0.0849959421634066,0.01804550297850727,0.00027438704583975133
frankfurt_000000_003920_leftImg8bit_foggy_beta_0.02.png,0.14564557373523712,108.5648546218872,77.94851433939948,0.23858356475830078,0.741680973752844,0.2271370775163079,0.03114671182772732,3.5236903120742774e-05,0.0
frankfurt_000000_004617_leftImg8bit_foggy_beta_0.02.png,0.16939416527748108,116.72080373764038,80.12146852671164,0.2702808380126953,0.7156480282410629,0.17432796132522846,0.08952700367299725,0.019174359068892893,0.0013226476918184794
frankfurt_000000_005543_leftImg8bit_foggy_beta_0.02.png,0.1604214310646057,125.80988311767578,73.20736921625675,0.28105783462524414,0.7272682915495249,0.19478786681846696,0.06779490694486397,0.00971676851227956,0.00043216617486465763
frankfurt_000000_005898_leftImg8bit_foggy_beta_0.02.png,0.14884509146213531,111.15364265441895,66.43891840806057,0.19844579696655273,0.7500316961229302,0.17624177317013562,0.07123292253359655,0.002493608173337599,0.0
frankfurt_000000_006589_leftImg8bit_foggy_beta_0.02.png,0.1416032612323761,123.05760860443115,66.95132565683046,0.21828699111938477,0.76788315997668,0.18597091531223267,0.04477614379975263,0.0013697809113347463,0.0
frankfurt_000000_007365_leftImg8bit_foggy_beta_0.02.png,0.15912924706935883,122.96531915664673,74.5888141542123,0.24153757095336914,0.746322297949469,0.16133762293619136,0.08042523019636028,0.011914848917979299,0.0
frankfurt_000000_008206_leftImg8bit_foggy_beta_0.02.png,0.14470024406909943,122.99133491516113,79.74605591966892,0.2731027603149414,0.7590458206515203,0.18614555404353644,0.04715557921568818,0.007653046089255154,0.0
frankfurt_000000_008451_leftImg8bit_foggy_beta_0.02.png,0.15202628076076508,119.0459303855896,73.85791507695181,0.25138187408447266,0.742840856057437,0.17743628025200406,0.06598258443241092,0.01328897627883378,0.00045130297931427236
frankfurt_000000_009291_leftImg8bit_foggy_beta_0.02.png,0.17274150252342224,117.87507963180542,73.39488361108718,0.2504730224609375,0.7200063602168436,0.15987498198766714,0.09148332734302493,0.027670255882786505,0.0009650745696777766
frankfurt_000000_009561_leftImg8bit_foggy_beta_0.02.png,0.14761830866336823,135.87652587890625,73.07716432981022,0.30913782119750977,0.7562467365312279,0.1681771469051507,0.07106961955852958,0.004506497005091843,0.0
frankfurt_000000_009688_leftImg8bit_foggy_beta_0.02.png,0.17167708277702332,138.96281385421753,73.76211321983705,0.335418701171875,0.7136109705726345,0.1566294364935845,0.0932485315816395,0.03494148311785028,0.001569578234291277
